account,xmtBalance,xprBalance,refundingXpr,shortStake,xmtLpBalance,xmtLp,xprLpBalance,xprLp,farmerLpBalance,farmerLp,longStake90Days,longStake365Days,xmtLoan,xprLoan,refundingXprLoan,shortStakeLoan,xmtLpLoan,xprLpLoan,farmerLpLoan,longStake90DaysLoan,longStake365DaysLoan,totalLoan,loanDistributed
cwarren,0,0,0,1504688.2363,0,0,0,0,0,0,0,0,0,0,0,3009376.4726,0,0,0,0,0,3009376.4726,0
cwhite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cwillis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cwm4n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cwrod321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cxulo,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0.131,0
cyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyan3,0,458.1337,0,24884.7621,0,0,0,0,0,0,7194.7705,0,0,458.1337,0,49769.5242,0,0,0,71947.705,0,122175.3629,0
cyanogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cybe,0,15.8945,0,7278.8782,0,0,0,0,0,0,50964.8879,25476.0735,0,15.8945,0,14557.7564,0,0,0,509648.879,764282.205,1288504.7349,0
cyberghost1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cybergirls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyberjr,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0.625,0
cyberless,0,3.7595,0,0,0,0,0,0,0,0,0,0,0,3.7595,0,0,0,0,0,0,0,3.7595,0
cyberlynksys,0,0.2425,0,0,0,0,0,0,0,0,0,0,0,0.2425,0,0,0,0,0,0,0,0.2425,0
cybernetwork,0,1.068,0,0,0,0,0,0,0,0,0,0,0,1.068,0,0,0,0,0,0,0,1.068,0
cyberplayer1,0,5.0355,0,0,0,0,0,0,0,0,0,0,0,5.0355,0,0,0,0,0,0,0,5.0355,0
cybersan,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
cybersecurit,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0.504,0
cybersepp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyberskull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyberspace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyberspacex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyborg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycles,0,217.0067,0,130160.259,0,0,0,0,0,0,50000,12500,0,217.0067,0,260320.518,0,0,0,500000,375000,1135537.5247,0
cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyfcyf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cygnusx1,0,0,0,331380.9368,0,0,0,0,0,0,0,0,0,0,0,662761.8736,0,0,0,0,0,662761.8736,0
cylii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cylyntknight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cynthia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyoa,0,0,0,54130.7059,0,0,0,0,0,0,72326.1145,0,0,0,0,108261.4118,0,0,0,723261.145,0,831522.5568,0
cyotee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cypluxc,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0
cyprianoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyproo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyptonenz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyptoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyrill,0,13.2205,0,0,0,0,0,0,0,0,0,0,0,13.2205,0,0,0,0,0,0,0,13.2205,0
cytryn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
czachecki,0,0,0,0,0,0,0,0,0,0,2211.5433,2211.5433,0,0,0,0,0,0,0,22115.432999999997,66346.299,88461.732,0
czbinance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
czcyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
czechowska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
czjamahcz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1ablo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1k2drillie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1mone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1rty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1sckanack3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d23nasty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d34d2m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3d3r4n4,0,91.0615,0,0,0,0,0,0,0,0,0,0,0,91.0615,0,0,0,0,0,0,0,91.0615,0
d3lvis54n4m,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0
d444,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
d4ve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daan,0,0.7072,0,189837.5451,0,0,0,0,0,0,181324,272,0,0.7072,0,379675.0902,0,0,0,1813240,8160,2201075.7974,0
daansmit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daapocalypse,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.1,0
daavidap,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dabalalan,0,0,0,0,0,0,0,0,0,0,20132.4001,0,0,0,0,0,0,0,0,201324.001,0,201324.001,0
dablord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daboi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dabuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dacosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dada2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dadahome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dadam54,0,4.6235,0,0,0,0,0,0,0,0,0,0,0,4.6235,0,0,0,0,0,0,0,4.6235,0
dadanadamara,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,1.07,0
dadang1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dadang4445,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dadapro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dadd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daddyskrypto,0,133747.2828,0,0,0,0,0,0,0,0,118669.2892,118669.2892,0,133747.2828,0,0,0,0,0,1186692.892,3560078.676,4880518.8508,0
daddyzilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dadexplains,0,9.448,0,0,0,0,0,0,0,0,0,0,0,9.448,0,0,0,0,0,0,0,9.448,0
dadima1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dadkisser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dadmatilda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dadzios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daebak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daenon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daeyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daffamaulana,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
daffasaepul,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
daffy5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dafindacie,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dagh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagit,0,198390.018,0,0,0,0,0,0,0,0,0,0,0,198390.018,0,0,0,0,0,0,0,198390.018,0
dago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagobert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagodlife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagoterror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dagroove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dahdah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dahlan23,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dahongfei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dahye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daidipya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daigonerus,0,0.3985,0,0,0,0,0,0,0,0,0,0,0,0.3985,0,0,0,0,0,0,0,0.3985,0
dail325,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dailypay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dailypoll,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
daimler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daimlerag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dair5243,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dairyqueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy,0,12.9246,0,0,0,0,0,0,0,0,0,0,0,12.9246,0,0,0,0,0,0,0,12.9246,0
daitrangaxsr,0,65,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,65,0
daje,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dajela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daki1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dakku,0,0,0,36.5571,0,0,0,0,0,0,0,0,0,0,0,73.1142,0,0,0,0,0,73.1142,0
dakpara,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dalables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daliely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dallas,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dallas4mayor,0,65.667,0,43706.8383,0,0,0,0,0,0,0,0,0,65.667,0,87413.6766,0,0,0,0,0,87479.3436,0
dalmine,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dalton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalvxchange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daly13,0,17.0815,0,0,0,0,0,0,0,0,0,0,0,17.0815,0,0,0,0,0,0,0,17.0815,0
dalzollene,0,2.2784,0,0,0,0,0,0,0,0,0,0,0,2.2784,0,0,0,0,0,0,0,2.2784,0
damager13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damah12345,0,8.806,0,0,0,0,0,0,0,0,0,0,0,8.806,0,0,0,0,0,0,0,8.806,0
daman453p,0,1.8875,0,0,0,0,0,0,0,0,0,0,0,1.8875,0,0,0,0,0,0,0,1.8875,0
damara,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
damarws,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0
damascus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damber,0,5.007,0,0,0,0,0,0,0,0,0,0,0,5.007,0,0,0,0,0,0,0,5.007,0
damboos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damelu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damian55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damianproone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damiansc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damien,0,5,0,0,0,0,0,0,0,0,128285,128285,0,5,0,0,0,0,0,1282850,3848550,5131405,0
damlacoin,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0.198,0
damn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damolapro15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damonkg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damsanchez1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damyanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damzy112,0,0.0755,0,0,0,0,0,0,0,0,0,0,0,0.0755,0,0,0,0,0,0,0,0.0755,0
damzzack212,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0
dan1,0,0,0,0,0,0,0,0,0,0,57052.0966,0,0,0,0,0,0,0,0,570520.966,0,570520.966,0
dana,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.004,0
danability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danastos,0,0,0,0,0,0,0,0,0,0,65390.4751,65390.4751,0,0,0,0,0,0,0,653904.751,1961714.253,2615619.004,0
danb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danbro,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,1000,0
danc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancaulfield,0,6712.4273,0,0,0,0,0,0,0,0,0,0,0,6712.4273,0,0,0,0,0,0,0,6712.4273,0
dance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dance22,0,25.13,0,0,0,0,0,0,0,0,0,0,0,25.13,0,0,0,0,0,0,0,25.13,0
dancrypto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dandataz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danderoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dandiirwandi,0,0.271,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0,0,0,0,0,0,0.271,0
dandip21,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dandy512,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dandyds,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0.075,0
danelia,0,0,0,10126.0008,0,0,0,0,0,0,0,0,0,0,0,20252.0016,0,0,0,0,0,20252.0016,0
danemma1234,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
daner,0,0,0,11286.3858,0,0,0,0,0,0,11259.806499999999,11259.806499999999,0,0,0,22572.7716,0,0,0,112598.06499999999,337794.19499999995,472965.0316,0
danezu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dangerduke,0,0,0,0,0,0,2.0001,26.37185861557385,0,0,1000,1000,0,0,0,0,0,52.7437172311477,0,10000,30000,40052.7437,0
dangermouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danghieutb1,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0.008,0
danghuynh,0,0.299,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0.299,0
dangravley,0,0,0,0,0,0,0,0,12729.51540271,167842.09811761297,0,0,0,0,0,0,0,0,335684.19623522594,0,0,335684.1962,0
danhaddon,0,20.02,0,71216.568,0,0,0,0,0,0,0,0,0,20.02,0,142433.136,0,0,0,0,0,142453.156,0
danhern24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dani,0,0,0,45374.5778,0,0,0,0,0,0,10471.0564,0,0,0,0,90749.1556,0,0,0,104710.564,0,195459.7196,0
dani1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dani141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dani41,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
danial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danial13,0,222915.83,0,0,0,0,0,0,0,0,0,0,0,222915.83,0,0,0,0,0,0,0,222915.83,0
daniam,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0
danicosta,0,5.25,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,5.25,0
danie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
daniel1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel251,0,171.2545,0,0,0,0,0,0,0,0,0,0,0,171.2545,0,0,0,0,0,0,0,171.2545,0
daniel3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielberg,0,0,0,0,0,0,0,0,0,0,124596.891,0,0,0,0,0,0,0,0,1245968.9100000001,0,1245968.91,0
danielcarmo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniele,0,0,0,0,0,0,0,0,0,0,14304.3167,14304.3167,0,0,0,0,0,0,0,143043.167,429129.501,572172.668,0
danielgold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielgold1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielgomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielito,0,5.3226,0,2226.0508,0,0,0,0,0,0,742.017,0,0,5.3226,0,4452.1016,0,0,0,7420.17,0,11877.5942,0
danieljames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielkre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielleemin,0,0,0,0,0,0,0,0,0,0,160.2,160.2,0,0,0,0,0,0,0,1602,4806,6408,0
danielm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielpsarge,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,10000,0
danielre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielsirica,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0
danieltrapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielzjack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniesoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danilabagrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniloristov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniloskrbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danisha,0,0.2325,0,0,0,0,0,0,0,0,0,0,0,0.2325,0,0,0,0,0,0,0,0.2325,0
danistheman,0,24.088,0,0,0,0,0,0,0,0,0,0,0,24.088,0,0,0,0,0,0,0,24.088,0
daniwahyu,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
danix12345,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0
danj,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
danjuk2,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dankatzman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dankly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danlarimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danm,0,75.2938,0,7058.8725,0,0,0,0,0,0,21131.1094,0,0,75.2938,0,14117.745,0,0,0,211311.094,0,225504.1328,0
danmader,0,1320780.492,0,1008662.9789,0,0,0,0,0,0,354407,354407,0,1320780.492,0,2017325.9578,0,0,0,3544070,10632210,17514386.4498,0
danmjohnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danmorehead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danmurphys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dannielson,0,0,0,0,0,0,0,0,0,0,7407.8164,7407.8164,0,0,0,0,0,0,0,74078.16399999999,222234.492,296312.656,0
danny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danny431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dannyballs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dannyboy,0,0,0,0,0,0,0,0,0,0,661579.5028,304458.4277,0,0,0,0,0,0,0,6615795.028,9133752.831,15749547.859,0
dannybrownla,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
dannyg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dannygray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dannyherlan1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
